Gene	Average_Divergence
ADAM2	0.035936579999999996
ADAM20	0.0426431
ADAM21	0.0282797
ADAM22	0.017571585
ADAM23	0.01944273375
ADAM28	0.04231048181818182
ADAM29	0.04700085
ADAM30	0.0993702
ADAM32	0.07077334
ADAM33	0.038326776
ADAM7	0.033584920000000004
ADAM7-AS1	0.0850202
ADAM7-AS2	0.0437024
ADAM8	0.053107975
ADAM9	0.01523228111111111
ADAMDEC1	0.035674842857142855
ADAMTS1	0.019987797777777778
ADAMTS10	0.01744991222222222
ADAMTS13	0.04725023333333333
ADAMTS14	0.02504245
ADAMTS15	0.024355445
ADAMTS16	0.03343716157894737
ADAMTS16-DT	0.0093458
ADAMTS17	0.018214606842105265
ADAMTS18	0.02276444294117647
ADAMTS19	0.013794375789473684
ADAMTS19-AS1	0.02377025
ADAMTS2	0.031606695000000004
ADAMTS20	0.0196028978125
ADAMTS3	0.014598214210526317
ADAMTS4	0.014056106666666667
ADAMTS5	0.02270172
ADAMTS6	0.011211909047619048
ADAMTS7	0.038190831818181815
ADAMTS8	0.029258855555555557
ADAMTS9	0.016194041818181817
ADAMTS9-AS1	0.04247645
ADAMTS9-AS2	0.040163866666666666
ADAMTSL1	0.018216075769230768
ADAMTSL2	0.033920345625
ADAMTSL3	0.02533871
ADAMTSL4	0.02812212588235294
ADAMTSL4-AS1	0.04208025
ADAMTSL4-AS2	0.0376344
ADAMTSL5	0.0338130875
ADAP1	0.0339642
ADAP2	0.022326062857142857
ADAR	0.018091927142857143
ADARB1	0.065205525
ADARB2	0.0440638
ADAT1	0.035143214285714285
ADAT2	0.0335721
ADAT3	0.0642415
ADCK1	0.02935107888888889
ADCK2	0.02444654
ADCK5	0.030995785714285715
ADCY1	0.018141449375
ADCY10	0.018706940000000002
ADCY2	0.01987150052631579
ADCY3	0.021806625625
ADCY4	0.023671905789473684
ADCY5	0.027795068888888892
ADCY6	0.015288319444444445
ADCY6-DT	0.032318566666666666
ADCY7	0.04031930368421053
ADCY8	0.012749054285714285
ADCY9	0.023658425
ADCYAP1	0.01861745
ADCYAP1R1	0.028297172222222222
ADD1	0.01809607181818182
ADD2	0.029062141333333333
ADD3	0.010967837272727272
ADD3-AS1	0.06156435
ADGB	0.0250820036
ADGB-DT	0.06571856666666666
ADGRA1	0.0666357
ADGRA2	0.023105879285714285
ADGRA3	0.015849635
ADGRB1	0.02538404916666667
ADGRB2	0.015982561
ADGRB3	0.009436941363636363
ADGRB3-DT	0.0182292
ADGRD1	0.05535540909090909
ADGRD2	0.037688823846153845
ADGRE1	0.049496953333333336
ADGRE2	0.0724743
ADGRE3	0.035198925
ADGRE5	0.03771188
ADGRF1	0.039564909999999995
ADGRF2	0.036537766666666666
ADGRF3	0.04179089166666666
ADGRF4	0.0266048
ADGRF5	0.030615235714285715
ADGRF5-AS1	0.03852066666666667
ADGRG1	0.032189684615384614
ADGRG2	0.017302446153846154
ADGRG3	0.039644874999999996
ADGRG4	0.023156970588235293
ADGRG5	0.040107375
ADGRG6	0.019166471875
ADGRG7	0.03317125714285714
ADGRL1	0.019410119444444443
ADGRL2	0.0125648025
ADGRL3	0.013881625
ADGRL4	0.02419441090909091
ADGRV1	0.018268011585365854
ADH1C	0.034915496666666664
ADH5	0.03116572857142857
ADH6	0.0267857
ADHFE1	0.026836468333333335
ADI1	0.0339027
ADIG	0.030808099999999998
ADIPOQ	0.0413264
ADIPOR1	0.01075398625
ADIPOR2	0.01382438
ADIRF	0.0487805
ADIRF-AS1	0.06276535
ADK	0.021962016666666667
ADM	0.0198935
ADM2	0.058995950000000005
ADM5	0.03423885
ADNP	0.015459375000000001
ADNP-AS1	0.015502295
ADNP2	0.02421395
ADO	0.0297056
ADORA1	0.0368784
ADORA2A	0.06335285
ADORA2A-AS1	0.0456323375
ADORA2B	0.02102185
ADORA3	0.0292154
ADPGK	0.019611206
ADPGK-AS1	0.04
ADPRH	0.040486675
ADPRHL1	0.05527713333333333
ADPRM	0.019580129999999998
ADPRS	0.037740625
ADRA1A	0.03784093333333333
ADRA1B	0.01418645
ADRA1D	0.0225491
ADRA2B	0.0335316
ADRA2C	0.0234562
ADRB1	0.0188128
ADRB2	0.0198413
ADRB3	0.0303079
ADRM1	0.0226778225
ADSL	0.0244415
ADSS1	0.033271725
ADSS2	0.008721461428571428
ADTRP	0.04017456666666667
AEBP1	0.02829922333333333
AEBP2	0.00900606625
AEN	0.04696513333333333
AFAP1	0.042139246153846156
AFAP1-AS1	0.0542974
AFAP1L1	0.025564430714285713
AFAP1L2	0.025062203999999998
AFDN	0.02227276090909091
AFDN-DT	0.0546875
AFF1	0.033924824166666666
AFF1-AS1	0.0651484
AFF2	0.015897024166666666
AFF3	0.021988863846153846
AFF4	0.014922336666666666
AFG1L	0.01705818
AFG3L2	0.03245583333333333
AFM	0.02450339909090909
AFMID	0.04320216666666667
AFP	0.02155891
AFTPH	0.01695458
AFTPH-DT	0.0331847
AGA	0.03923945
AGA-DT	0.04743765
AGAP1-IT1	0.0497512
AGAP2	0.013251664166666668
AGAP3	0.019016648235294115
AGBL1	0.02962312
AGBL1-AS1	0.0595919
AGBL2	0.023544099090909095
AGBL3	0.022640980833333334
AGBL4	0.01829813111111111
AGBL4-IT1	0.0
AGBL5	0.010924774
AGBL5-AS1	0.0412979
AGER	0.030009423333333334
AGFG1	0.009319731111111111
AGFG2	0.01688302875
AGGF1	0.018374684545454545
AGK	0.0268476525
AGK-DT	0.0381235375
AGL	0.01609402741935484
AGMAT	0.040039858
AGMO	0.0212095175
AGO2	0.026064995625
AGO3	0.012572369090909091
AGO4	0.011227620588235294
AGPAT1	0.014828066666666667
AGPAT2	0.0470062
AGPAT3	0.04669072857142857
AGPAT4	0.04952508333333333
AGPAT5	0.03666342
AGPS	0.015074481428571429
AGR2	0.03234145
AGR3	0.031836500000000004
AGRN	0.043917182352941175
AGRP	0.030045099999999998
AGT	0.0329958
AGTPBP1	0.012257649411764706
AGTR1	0.04442553333333333
AGTR2	0.0211216
AGTRAP	0.036024900000000006
AGXT	0.049730325
AGXT2	0.027497325
AHCTF1	0.022157553076923076
AHCY	0.034873923333333334
AHCYL1	0.016297238888888888
AHCYL2	0.01929418
AHDC1	0.018642000000000002
AHI1	0.023720232
AHI1-DT	0.0552583
AHNAK	0.040436752
AHNAK2	0.0386231125
AHR	0.020657632000000002
AHRR	0.045421840000000005
AHSA1	0.018252224285714286
AHSG	0.022501798
AHSP	0.0493151
AICDA	0.03045315
AIDA	0.009533588333333334
AIF1	0.03190101333333333
AIF1L	0.021308913333333332
AIFM1	0.016167425
AIFM2	0.023015437142857142
AIFM3	0.030651561
AIG1	0.02798459727272727
AIM2	0.047152559999999996
AIMP1	0.023090475
AIMP2	0.0145631
AIP	0.035523842857142864
AIPL1	0.0316839
AIRE	0.04118313333333333
AIRN	0.0
AJAP1	0.030225416666666668
AJM1	0.04222065
AJUBA	0.028293435000000002
AK1	0.024130224999999998
AK2	0.0273646
AK3	0.023075350000000005
AK4	0.02310018625
AK5	0.018212549999999997
AK6	0.0215307
AK7	0.0204258125
AK9	0.025108984666666667
AKAIN1	0.03092155
AKAP1	0.02980183272727273
AKAP10	0.01565740125
AKAP11	0.020976015
AKAP12	0.05112616
AKAP13	0.020918102962962964
AKAP14	0.0301303
AKAP17A	0.03773635
AKAP3	0.035877525
AKAP4	0.03233094
AKAP5	0.04889275
AKAP6	0.008296944615384615
AKAP7	0.01978737
AKAP8	0.03871634
AKAP8L	0.011215742857142857
AKAP9	0.020784257804878047
AKIP1	0.025349633333333333
AKIRIN1	0.01299032
AKIRIN2	0.013404300000000001
AKNA	0.04548591578947368
AKNAD1	0.03779516
AKR1A1	0.027552471666666665
AKR1B1	0.029295674285714286
AKR1C1	0.0410783
AKR1C2	0.0968064
AKR1C8	0.0511202
AKR1D1	0.03910138333333333
AKR1E2	0.04099162
AKR7A2	0.011203025
AKT1	0.02954560923076923
AKT1S1	0.02652475
AKT2	0.02313761909090909
AKT3	0.010725162727272726
AKTIP	0.0085963275
ALAD	0.03396038
ALAS1	0.028266409166666662
ALAS2	0.022310540909090907
ALB	0.026259336363636362
ALCAM	0.016354101666666666
ALDH16A1	0.02735755466666667
ALDH18A1	0.015080408571428573
ALDH1A1	0.015980575454545454
ALDH1A2	0.02010639272727273
ALDH1A2-AS1	0.0446928
ALDH1A3	0.023083244
ALDH1A3-AS1	0.0611814
ALDH1B1	0.0343874
ALDH1L1	0.04257487142857143
ALDH1L1-AS1	0.0470588
ALDH1L1-AS2	0.03466821
ALDH1L2	0.01534368142857143
ALDH2	0.02375054222222222
ALDH3A1	0.03633177142857143
ALDH3A2	0.021735377777777776
ALDH3B1	0.023650749999999998
ALDH3B2	0.0255272
ALDH4A1	0.03152813444444444
ALDH5A1	0.02347608333333333
ALDH6A1	0.02084242285714286
ALDH7A1	0.03476364
ALDH8A1	0.03261618571428571
ALDH9A1	0.02542332
ALDOA	0.024815766666666666
ALDOB	0.014503950000000002
ALDOC	0.020012313333333333
ALG10	0.018977046666666667
ALG11	0.02441835
ALG12	0.045433485714285717
ALG13	0.02047096117647059
ALG14	0.026818849999999998
ALG14-AS1	0.044316
ALG2	0.0334466
ALG3	0.026317632857142857
ALG5	0.025395365000000003
ALG6	0.026299562
ALG8	0.0201241175
ALG9	0.02126809384615385
ALK	0.01845907
ALKAL1	0.03565325
ALKAL2	0.0356346
ALKBH1	0.022362158
ALKBH2	0.037183007500000004
ALKBH3	0.02697818
ALKBH3-AS1	0.0356309
ALKBH4	0.03977555
ALKBH5	0.02278303666666667
ALKBH6	0.031806445
ALKBH7	0.024256240000000002
ALKBH8	0.026782889999999997
ALLC	0.028627693333333332
ALMS1	0.023839005
ALMS1-IT1	0.0
ALOX12	0.01846813833333333
ALOX12-AS1	0.0330579
ALOX12B	0.023879518181818184
ALOX15	0.02115269909090909
ALOX15B	0.026465645454545453
ALOX5	0.018406116
ALOX5AP	0.04440636666666667
ALOXE3	0.03133531923076923
ALPI	0.050313359999999994
ALPK1	0.028479913636363638
ALPK2	0.03204966
ALPL	0.032774111818181816
ALS2	0.0171836125
ALS2CL	0.034300486666666664
ALX1	0.0157428525
ALX3	0.02141675
ALX4	0.024942225
ALYREF	0.020568125
AMACR	0.03099515
AMBN	0.033119675
AMBP	0.02419073142857143
AMBRA1	0.022048673333333334
AMD1	0.010768439999999999
AMDHD1	0.03014471714285714
AMDHD2	0.03713895714285714
AMELX	0.00717891
AMER1	0.02904765
AMER2	0.0330804
AMER3	0.05192265
AMFR	0.01915561
AMH	0.02579142
AMHR2	0.015918333
AMIGO1	0.0196103
AMIGO2	0.0339583
AMIGO3	0.0337287
AMMECR1	0.00655334
AMMECR1L	0.017130433333333334
AMN	0.03279993333333333
AMN1	0.014938062000000002
AMOT	0.013578771666666668
AMOTL1	0.025650041666666665
AMOTL2	0.025792572000000003
AMPD1	0.015539875714285714
AMPD2	0.018258912352941175
AMPD3	0.026271735789473682
AMPH	0.02859943333333333
AMT	0.02480904142857143
AMTN	0.02397615
AMY2A	0.05494896666666667
AMY2B	0.03293575
AMZ1	0.03646987142857143
AMZ2	0.0299956
ANAPC1	0.016169743913043478
ANAPC10	0.014792850000000001
ANAPC11	0.039716251999999994
ANAPC13	0.04197993333333333
ANAPC15	0.016782746666666667
ANAPC16	0.0395942
ANAPC2	0.03316562818181818
ANAPC4	0.0186291625
ANAPC5	0.017044497272727274
ANAPC7	0.010529435454545455
ANHX	0.03413846
ANK1	0.023477563
ANK2	0.016598459666666666
ANK2-AS1	0.0356699
ANK3	0.013864253200000001
ANK3-DT	0.0582794
ANKAR	0.012880455499999999
ANKDD1A	0.0315898
ANKDD1B	0.02993108333333333
ANKEF1	0.021102651
ANKFN1	0.016664938666666667
ANKFY1	0.013519090555555556
ANKH	0.03191147125
ANKHD1	0.009446476
ANKHD1-EIF4EBP3	0.011830036666666667
ANKIB1	0.008107958
ANKK1	0.062412974999999996
ANKLE1	0.03360473125
ANKLE2	0.029047497499999998
ANKMY1	0.03973746272727273
ANKMY2	0.02480556111111111
ANKRA2	0.01830358
ANKRD1	0.016293015
ANKRD10	0.02613423333333333
ANKRD11	0.038933995
ANKRD12	0.018247433636363636
ANKRD13A	0.016615817777777778
ANKRD13B	0.01758219
ANKRD13C	0.013018535
ANKRD13D	0.03152362090909091
ANKRD16	0.032603139999999996
ANKRD17	0.007473901785714286
ANKRD17-DT	0.04124615
ANKRD18A	0.00266666
ANKRD18B	0.0
ANKRD2	0.034074719999999996
ANKRD20A1	0.0
ANKRD20A4-ANKRD20A20P	0.0283688
ANKRD22	0.04246174
ANKRD23	0.026907325
ANKRD24	0.042660754545454545
ANKRD26	0.02894862857142857
ANKRD27	0.03619140999999999
ANKRD28	0.018877401999999998
ANKRD29	0.018202033333333336
ANKRD30A	0.0405399575
ANKRD30B	0.0
ANKRD30BL	0.0
ANKRD33	0.030253380000000003
ANKRD33B	0.033004325
ANKRD34A	0.025823025
ANKRD34B	0.04681333333333334
ANKRD34C	0.03748085
ANKRD34C-AS1	0.0320946
ANKRD35	0.03294082857142857
ANKRD36	0.0
ANKRD36B	0.00319995
ANKRD36C	0.074546
ANKRD39	0.023539885
ANKRD40	0.01916099
ANKRD40CL	0.025396466666666662
ANKRD42	0.020993674615384615
ANKRD42-DT	0.0247525
ANKRD44	0.018722660714285713
ANKRD44-AS1	0.0348525
ANKRD44-DT	0.05330943333333333
ANKRD44-IT1	0.04802285
ANKRD45	0.024063297499999997
ANKRD46	0.04124179666666667
ANKRD49	0.0233208
ANKRD50	0.0178559
ANKRD53	0.05769168571428571
ANKRD54	0.031132959999999998
ANKRD55	0.01903804125
ANKRD6	0.023347109999999997
ANKRD60	0.035795875
ANKRD61	0.024409149999999998
ANKRD62	0.013517953999999999
ANKRD63	0.036433
ANKRD66	0.025752066666666667
ANKRD7	0.025398174000000003
ANKRD9	0.040102233333333334
ANKS1A	0.023542690625
ANKS1B	0.012929262173913042
ANKS3	0.031047150833333332
ANKS4B	0.0282134
ANKS6	0.030064040833333333
ANKUB1	0.019868572
ANKZF1	0.02202528230769231
ANLN	0.022515628421052633
ANO1	0.024996900833333335
ANO10	0.024376165833333335
ANO2	0.027773081538461537
ANO3	0.019158584444444446
ANO3-AS1	0.0333245
ANO4	0.013206016842105265
ANO5	0.020103770666666666
ANO6	0.017719331764705883
ANO7	0.0006082725
ANO8	0.021349221333333335
ANO9	0.03664078888888889
ANOS1	0.021191567272727273
ANP32A	0.007858966
ANP32A-IT1	0.0390335
ANP32B	0.017275831666666668
ANP32E	0.02356365
ANPEP	0.03307444
ANTKMT	0.030878966666666664
ANTXR1	0.0362913
ANTXR2	0.03275364
ANTXRL	0.090909
ANXA1	0.02152755
ANXA10	0.038102866666666665
ANXA11	0.04120638
ANXA13	0.03382636
ANXA2	0.0289505
ANXA3	0.01704625
ANXA4	0.05100005
ANXA5	0.019341366666666665
ANXA6	0.018875136666666667
ANXA7	0.024505685714285717
ANXA8L1	0.04431905
ANXA9	0.0121411
AOAH	0.049391325
AOAH-IT1	0.0479452
AOC1	0.0236015125
AOC2	0.031305275
AOC3	0.033713625
AOPEP	0.023285060769230766
AOX1	0.027068593499999998
AP1AR	0.019954956666666666
AP1B1	0.024726909375
AP1G1	0.010429007272727274
AP1G2	0.03166276
AP1G2-AS1	0.03269093333333333
AP1M1	0.022618425
AP1M2	0.030740014285714285
AP1S1	0.019009445
AP1S2	0.022005454999999997
AP1S3	0.02015709
AP2A1	0.018303530666666668
AP2A2	0.03662033846153846
AP2B1	0.01449745
AP2M1	0.009007711111111111
AP2S1	0.030191621999999994
AP3B1	0.014795351875
AP3B2	0.026684644705882353
AP3D1	0.03587523928571429
AP3M1	0.014345652857142857
AP3M2	0.01833055142857143
AP3S1	0.0051167650000000005
AP3S2	0.023782697499999998
AP4B1	0.01786362125
AP4B1-AS1	0.03778748
AP4E1	0.015102614705882353
AP4M1	0.02521387142857143
AP4S1	0.040898833333333336
AP5B1	0.0277597
AP5M1	0.030215633333333335
AP5S1	0.0376689
AP5Z1	0.045506141666666666
APAF1	0.016360365384615386
APBA1	0.01834028888888889
APBA2	0.036735109090909095
APBA3	0.04095395714285714
APBB1	0.013073297272727274
APBB1IP	0.028122222222222222
APBB2	0.023046646153846155
APBB3	0.02912438875
APC	0.014940073076923077
APC2	0.034495138999999994
APCDD1	0.02529688
APCDD1L	0.03627876
APCDD1L-DT	0.046248875
APCS	0.03231975
APEH	0.014509415555555556
APELA	0.033381499999999995
APEX1	0.02426555
APEX2	0.03484856666666667
APH1A	0.015632018
APH1B	0.018106055
API5	0.01363731
APIP	0.034249975
APLF	0.0303746375
APLN	0.0414058
APLNR	0.040146
APLP1	0.0251959975
APLP2	0.021003186428571432
APMAP	0.038605475
APOA1	0.025871633333333335
APOA2	0.03817015
APOA4	0.02638186666666667
APOA5	0.0310471
APOB	0.03128440111111111
APOBEC1	0.040309366666666666
APOBEC2	0.023134966666666663
APOBEC3A	0.07354956666666666
APOBEC3B	0.0465729
APOBEC3B-AS1	0.0307692
APOBEC3F	0.101449
APOBEC3G	0.055339
APOBEC4	0.04190755
APOBR	0.05372313333333333
APOC1	0.05237675
APOC2	0.04239305
APOC3	0.019528939999999998
APOC4	0.0389072
APOD	0.02015788
APOE	0.043884950000000006
APOF	0.0407066
APOH	0.023269400000000003
APOL6	0.0823199
APOLD1	0.0286486
APOM	0.0269495
APOO	0.0196718975
APOOL	0.024424750000000002
APP	0.022814247333333332
APPBP2	0.008391924444444445
APPL1	0.009212361428571429
APPL2	0.023907033333333334
APRG1	0.03972294
APRT	0.02678636666666667
APTR	0.028063
APTX	0.023959733333333334
AQP1	0.0261966
AQP10	0.024895185
AQP11	0.02037019666666667
AQP12A	0.08263126666666666
AQP12B	0.06687180000000001
AQP2	0.037523650000000006
AQP3	0.02064613
AQP4	0.020185166666666667
AQP4-AS1	0.03047805
AQP5	0.03194436666666666
AQP5-AS1	0.0375336
AQP6	0.025221050000000002
AQP7B	0.034115716666666664
AQP8	0.036670868333333335
AQP9	0.022385474285714285
AQR	0.012130592083333334
AR	0.018774939999999997
ARAF	0.010932605833333333
ARAP1	0.022808719166666668
ARAP2	0.02005199380952381
ARAP3	0.017391273636363638
ARC	0.03964206666666666
ARCN1	0.01827725111111111
AREG	0.032079635
AREL1	0.018956012
ARF1	0.029863733333333337
ARF3	0.01907232
ARF4	0.0139037775
ARF5	0.0157499275
ARF6	0.016129
ARFGAP1	0.05788065
ARFGAP2	0.014599103333333332
ARFGAP3	0.026387730999999998
ARFGEF1	0.012894892500000001
ARFGEF1-DT	0.03415303333333333
ARFGEF2	0.017251917586206894
ARFGEF3	0.01881355655172414
ARFIP1	0.013596908750000001
ARFIP2	0.013029407142857144
ARFRP1	0.037694
ARG1	0.03597314
ARG2	0.011725833333333333
ARGFX	0.03159766666666667
ARGLU1	0.0171104
ARHGAP1	0.02101610666666667
ARHGAP10	0.017712000000000002
ARHGAP11A	0.028046275
ARHGAP11A-DT	0.0311419
ARHGAP11A-SCG5	0.017242212
ARHGAP11B-DT	0.0
ARHGAP12	0.014234357999999999
ARHGAP15	0.021521348333333332
ARHGAP15-AS1	0.044874460000000005
ARHGAP17	0.015765175454545453
ARHGAP18	0.016930079
ARHGAP19	0.012597775
ARHGAP20	0.03711455
ARHGAP21	0.02069490222222222
ARHGAP22	0.029815621818181818
ARHGAP22-IT1	0.0532011
ARHGAP23	0.021240673636363637
ARHGAP24	0.024559171999999997
ARHGAP25	0.03196657
ARHGAP26	0.023694069166666665
ARHGAP26-AS1	0.0370877
ARHGAP26-IT1	0.0491657
ARHGAP27	0.02962981666666667
ARHGAP28	0.018910517272727273
ARHGAP28-AS1	0.0292887
ARHGAP29	0.01886045882352941
ARHGAP29-AS1	0.04744601666666667
ARHGAP30	0.014435643333333335
ARHGAP31	0.024532509
ARHGAP31-AS1	0.0833333
ARHGAP32	0.017288904666666667
ARHGAP33	0.02680400909090909
ARHGAP35	0.021072433333333335
ARHGAP36	0.0189891275
ARHGAP39	0.028185747777777777
ARHGAP4	0.03382877142857143
ARHGAP40	0.03473392888888889
ARHGAP42	0.018624367692307693
ARHGAP42-AS1	0.02207013
ARHGAP44	0.018206238333333333
ARHGAP44-AS1	0.0223881
ARHGAP45	0.03371007647058824
ARHGAP5	0.020137068333333334
ARHGAP5-AS1	0.0265833
ARHGAP6	0.0207945
ARHGAP8	0.0477933
ARHGAP9	0.03295472384615385
